Fund Name,Correct At     (Date - dd/mm/yyyy ),ISIN Code,Fund Sedol,Current Price
T. Bailey Dynamic A Acc,19/12/2019,GB00B1LB2Z79B1LB2Z7,,84.26
T. Bailey Dynamic A Acc,20/12/2019,GB00B1LB2Z79B1LB2Z7,,84.43
T. Bailey Dynamic A Acc,23/12/2019,GB00B1LB2Z79B1LB2Z7,,84.66
T. Bailey Dynamic A Acc,24/12/2019,GB00B1LB2Z79B1LB2Z7,,84.8
T. Bailey Dynamic A Acc,27/12/2019,GB00B1LB2Z79B1LB2Z7,,85.12
T. Bailey Dynamic A Acc,30/12/2019,GB00B1LB2Z79B1LB2Z7,,85.08
T. Bailey Dynamic A Acc,31/12/2019,GB00B1LB2Z79B1LB2Z7,,85.23
T. Bailey Dynamic A Acc,02/01/2020,GB00B1LB2Z79B1LB2Z7,,85.23
T. Bailey Dynamic A Acc,03/01/2020,GB00B1LB2Z79B1LB2Z7,,85.3
T. Bailey Dynamic A Acc,06/01/2020,GB00B1LB2Z79B1LB2Z7,,85.39
T. Bailey Dynamic A Acc,07/01/2020,GB00B1LB2Z79B1LB2Z7,,85.21
T. Bailey Dynamic A Acc,08/01/2020,GB00B1LB2Z79B1LB2Z7,,85.35
T. Bailey Dynamic A Acc,09/01/2020,GB00B1LB2Z79B1LB2Z7,,85.22
T. Bailey Dynamic A Acc,10/01/2020,GB00B1LB2Z79B1LB2Z7,,85.43
T. Bailey Dynamic A Acc,13/01/2020,GB00B1LB2Z79B1LB2Z7,,85.6
T. Bailey Dynamic A Acc,14/01/2020,GB00B1LB2Z79B1LB2Z7,,85.68
T. Bailey Dynamic A Acc,15/01/2020,GB00B1LB2Z79B1LB2Z7,,85.8
T. Bailey Dynamic A Acc,16/01/2020,GB00B1LB2Z79B1LB2Z7,,85.91
T. Bailey Dynamic A Acc,17/01/2020,GB00B1LB2Z79B1LB2Z7,,86.02
T. Bailey Dynamic A Acc,20/01/2020,GB00B1LB2Z79B1LB2Z7,,86.1
T. Bailey Dynamic A Acc,21/01/2020,GB00B1LB2Z79B1LB2Z7,,86.01
T. Bailey Dynamic A Acc,22/01/2020,GB00B1LB2Z79B1LB2Z7,,85.76
T. Bailey Dynamic A Acc,23/01/2020,GB00B1LB2Z79B1LB2Z7,,85.75
T. Bailey Dynamic A Acc,24/01/2020,GB00B1LB2Z79B1LB2Z7,,85.68
T. Bailey Dynamic A Acc,27/01/2020,GB00B1LB2Z79B1LB2Z7,,85.68
T. Bailey Dynamic A Acc,28/01/2020,GB00B1LB2Z79B1LB2Z7,,85.1
T. Bailey Dynamic A Acc,29/01/2020,GB00B1LB2Z79B1LB2Z7,,84.98
T. Bailey Dynamic A Acc,30/01/2020,GB00B1LB2Z79B1LB2Z7,,85.03
T. Bailey Dynamic A Acc,31/01/2020,GB00B1LB2Z79B1LB2Z7,,84.71
T. Bailey Dynamic A Acc,03/02/2020,GB00B1LB2Z79B1LB2Z7,,84.46
T. Bailey Dynamic A Acc,04/02/2020,GB00B1LB2Z79B1LB2Z7,,84.35
T. Bailey Dynamic A Acc,05/02/2020,GB00B1LB2Z79B1LB2Z7,,84.66
T. Bailey Dynamic A Acc,06/02/2020,GB00B1LB2Z79B1LB2Z7,,85
T. Bailey Dynamic A Acc,07/02/2020,GB00B1LB2Z79B1LB2Z7,,85.17
T. Bailey Dynamic A Acc,10/02/2020,GB00B1LB2Z79B1LB2Z7,,85.16
T. Bailey Dynamic A Acc,11/02/2020,GB00B1LB2Z79B1LB2Z7,,85.01
T. Bailey Dynamic A Acc,12/02/2020,GB00B1LB2Z79B1LB2Z7,,85.27
T. Bailey Dynamic A Acc,13/02/2020,GB00B1LB2Z79B1LB2Z7,,85.35
T. Bailey Dynamic A Acc,14/02/2020,GB00B1LB2Z79B1LB2Z7,,85.33
T. Bailey Dynamic A Acc,17/02/2020,GB00B1LB2Z79B1LB2Z7,,85.4
T. Bailey Dynamic A Acc,18/02/2020,GB00B1LB2Z79B1LB2Z7,,85.53
T. Bailey Dynamic A Acc,19/02/2020,GB00B1LB2Z79B1LB2Z7,,85.4
T. Bailey Dynamic A Acc,20/02/2020,GB00B1LB2Z79B1LB2Z7,,85.67
T. Bailey Dynamic A Acc,21/02/2020,GB00B1LB2Z79B1LB2Z7,,85.78
T. Bailey Dynamic A Acc,24/02/2020,GB00B1LB2Z79B1LB2Z7,,85.73
T. Bailey Dynamic A Acc,25/02/2020,GB00B1LB2Z79B1LB2Z7,,85.02
T. Bailey Dynamic A Acc,26/02/2020,GB00B1LB2Z79B1LB2Z7,,84.22
T. Bailey Dynamic A Acc,27/02/2020,GB00B1LB2Z79B1LB2Z7,,83.38
T. Bailey Dynamic A Acc,28/02/2020,GB00B1LB2Z79B1LB2Z7,,82.63
T. Bailey Dynamic A Acc,02/03/2020,GB00B1LB2Z79B1LB2Z7,,81.32
T. Bailey Dynamic A Acc,03/03/2020,GB00B1LB2Z79B1LB2Z7,,81.22
T. Bailey Dynamic A Acc,04/03/2020,GB00B1LB2Z79B1LB2Z7,,81.94
T. Bailey Dynamic A Acc,05/03/2020,GB00B1LB2Z79B1LB2Z7,,82.14
T. Bailey Dynamic A Acc,06/03/2020,GB00B1LB2Z79B1LB2Z7,,82.17
T. Bailey Dynamic A Acc,09/03/2020,GB00B1LB2Z79B1LB2Z7,,82.17
T. Bailey Dynamic A Acc,10/03/2020,GB00B1LB2Z79B1LB2Z7,,79.65
T. Bailey Dynamic A Acc,11/03/2020,GB00B1LB2Z79B1LB2Z7,,78.47
T. Bailey Dynamic A Acc,12/03/2020,GB00B1LB2Z79B1LB2Z7,,75.3
T. Bailey Dynamic A Acc,13/03/2020,GB00B1LB2Z79B1LB2Z7,,75.9
T. Bailey Dynamic A Acc,16/03/2020,GB00B1LB2Z79B1LB2Z7,,73.65
T. Bailey Dynamic A Acc,17/03/2020,GB00B1LB2Z79B1LB2Z7,,70.96
T. Bailey Dynamic A Acc,18/03/2020,GB00B1LB2Z79B1LB2Z7,,69.56
T. Bailey Dynamic A Acc,19/03/2020,GB00B1LB2Z79B1LB2Z7,,67.6
T. Bailey Dynamic A Acc,23/03/2020,GB00B1LB2Z79B1LB2Z7,,65.75
T. Bailey Dynamic A Acc,24/03/2020,GB00B1LB2Z79B1LB2Z7,,67
T. Bailey Dynamic A Acc,25/03/2020,GB00B1LB2Z79B1LB2Z7,,69.88
T. Bailey Dynamic A Acc,26/03/2020,GB00B1LB2Z79B1LB2Z7,,68.85
T. Bailey Dynamic A Acc,27/03/2020,GB00B1LB2Z79B1LB2Z7,,71.2
T. Bailey Dynamic A Acc,30/03/2020,GB00B1LB2Z79B1LB2Z7,,71.01
T. Bailey Dynamic A Acc,31/03/2020,GB00B1LB2Z79B1LB2Z7,,71.02
T. Bailey Dynamic A Acc,01/04/2020,GB00B1LB2Z79B1LB2Z7,,71.36
T. Bailey Dynamic A Acc,02/04/2020,GB00B1LB2Z79B1LB2Z7,,70.99
T. Bailey Dynamic A Acc,03/04/2020,GB00B1LB2Z79B1LB2Z7,,70.74
T. Bailey Dynamic A Acc,06/04/2020,GB00B1LB2Z79B1LB2Z7,,71.05
T. Bailey Dynamic A Acc,07/04/2020,GB00B1LB2Z79B1LB2Z7,,72.07
T. Bailey Dynamic A Acc,08/04/2020,GB00B1LB2Z79B1LB2Z7,,72.84
T. Bailey Dynamic A Acc,09/04/2020,GB00B1LB2Z79B1LB2Z7,,73.25
T. Bailey Dynamic A Acc,14/04/2020,GB00B1LB2Z79B1LB2Z7,,74.07
T. Bailey Dynamic A Acc,15/04/2020,GB00B1LB2Z79B1LB2Z7,,74.34
T. Bailey Dynamic A Acc,16/04/2020,GB00B1LB2Z79B1LB2Z7,,74.35
T. Bailey Dynamic A Acc,17/04/2020,GB00B1LB2Z79B1LB2Z7,,74.32
T. Bailey Dynamic A Acc,20/04/2020,GB00B1LB2Z79B1LB2Z7,,74.73
T. Bailey Dynamic A Acc,21/04/2020,GB00B1LB2Z79B1LB2Z7,,74.66
T. Bailey Dynamic A Acc,22/04/2020,GB00B1LB2Z79B1LB2Z7,,74.58
T. Bailey Dynamic A Acc,23/04/2020,GB00B1LB2Z79B1LB2Z7,,74.84
T. Bailey Dynamic A Acc,24/04/2020,GB00B1LB2Z79B1LB2Z7,,75.05
T. Bailey Dynamic A Acc,27/04/2020,GB00B1LB2Z79B1LB2Z7,,75.26
T. Bailey Dynamic A Acc,28/04/2020,GB00B1LB2Z79B1LB2Z7,,75.57
T. Bailey Dynamic A Acc,29/04/2020,GB00B1LB2Z79B1LB2Z7,,75.87
T. Bailey Dynamic A Acc,30/04/2020,GB00B1LB2Z79B1LB2Z7,,76.05
T. Bailey Dynamic A Acc,01/05/2020,GB00B1LB2Z79B1LB2Z7,,75.75
T. Bailey Dynamic A Acc,04/05/2020,GB00B1LB2Z79B1LB2Z7,,75.39
T. Bailey Dynamic A Acc,05/05/2020,GB00B1LB2Z79B1LB2Z7,,75.4
T. Bailey Dynamic A Acc,06/05/2020,GB00B1LB2Z79B1LB2Z7,,75.45
T. Bailey Dynamic A Acc,07/05/2020,GB00B1LB2Z79B1LB2Z7,,75.61
T. Bailey Dynamic A Acc,11/05/2020,GB00B1LB2Z79B1LB2Z7,,76.1
T. Bailey Dynamic A Acc,12/05/2020,GB00B1LB2Z79B1LB2Z7,,76.51
T. Bailey Dynamic A Acc,13/05/2020,GB00B1LB2Z79B1LB2Z7,,76.52
T. Bailey Dynamic A Acc,14/05/2020,GB00B1LB2Z79B1LB2Z7,,76.18
T. Bailey Dynamic A Acc,15/05/2020,GB00B1LB2Z79B1LB2Z7,,76.01
T. Bailey Dynamic A Acc,18/05/2020,GB00B1LB2Z79B1LB2Z7,,76.47
T. Bailey Dynamic A Acc,19/05/2020,GB00B1LB2Z79B1LB2Z7,,76.99
T. Bailey Dynamic A Acc,20/05/2020,GB00B1LB2Z79B1LB2Z7,,77.59
T. Bailey Dynamic A Acc,21/05/2020,GB00B1LB2Z79B1LB2Z7,,77.83
T. Bailey Dynamic A Acc,22/05/2020,GB00B1LB2Z79B1LB2Z7,,77.94
T. Bailey Dynamic A Acc,26/05/2020,GB00B1LB2Z79B1LB2Z7,,78.24
T. Bailey Dynamic A Acc,27/05/2020,GB00B1LB2Z79B1LB2Z7,,78.47
T. Bailey Dynamic A Acc,28/05/2020,GB00B1LB2Z79B1LB2Z7,,78.64
T. Bailey Dynamic A Acc,29/05/2020,GB00B1LB2Z79B1LB2Z7,,78.98
T. Bailey Dynamic A Acc,01/06/2020,GB00B1LB2Z79B1LB2Z7,,79.17
T. Bailey Dynamic A Acc,02/06/2020,GB00B1LB2Z79B1LB2Z7,,79.5
T. Bailey Dynamic A Acc,03/06/2020,GB00B1LB2Z79B1LB2Z7,,79.7
T. Bailey Dynamic A Acc,04/06/2020,GB00B1LB2Z79B1LB2Z7,,79.89
T. Bailey Dynamic A Acc,05/06/2020,GB00B1LB2Z79B1LB2Z7,,80.01
T. Bailey Dynamic A Acc,08/06/2020,GB00B1LB2Z79B1LB2Z7,,80.12
T. Bailey Dynamic A Acc,09/06/2020,GB00B1LB2Z79B1LB2Z7,,80.15
T. Bailey Dynamic A Acc,10/06/2020,GB00B1LB2Z79B1LB2Z7,,80.3
T. Bailey Dynamic A Acc,11/06/2020,GB00B1LB2Z79B1LB2Z7,,80.22
T. Bailey Dynamic A Acc,12/06/2020,GB00B1LB2Z79B1LB2Z7,,79.72
T. Bailey Dynamic A Acc,15/06/2020,GB00B1LB2Z79B1LB2Z7,,79.1
T. Bailey Dynamic A Acc,16/06/2020,GB00B1LB2Z79B1LB2Z7,,79.62
T. Bailey Dynamic A Acc,17/06/2020,GB00B1LB2Z79B1LB2Z7,,79.95
T. Bailey Dynamic A Acc,18/06/2020,GB00B1LB2Z79B1LB2Z7,,80.28
T. Bailey Dynamic A Acc,19/06/2020,GB00B1LB2Z79B1LB2Z7,,80.56
T. Bailey Dynamic A Acc,22/06/2020,GB00B1LB2Z79B1LB2Z7,,80.78
