Fund Name,Correct At     (Date - dd/mm/yyyy ),ISIN Code,Fund Sedol,Current Price
T. Bailey Growth A Acc,27/05/2020,GB0009346486,934648,172.09
T. Bailey Growth A Acc,28/05/2020,GB0009346486,934648,172.16
T. Bailey Growth A Acc,29/05/2020,GB0009346486,934648,173.1
T. Bailey Growth A Acc,01/06/2020,GB0009346486,934648,173.25
T. Bailey Growth A Acc,02/06/2020,GB0009346486,934648,174.01
T. Bailey Growth A Acc,03/06/2020,GB0009346486,934648,174.83
T. Bailey Growth A Acc,04/06/2020,GB0009346486,934648,175.63
T. Bailey Growth A Acc,05/06/2020,GB0009346486,934648,176.15
T. Bailey Growth A Acc,08/06/2020,GB0009346486,934648,175.65
T. Bailey Growth A Acc,09/06/2020,GB0009346486,934648,175.93
T. Bailey Growth A Acc,10/06/2020,GB0009346486,934648,175.67
T. Bailey Growth A Acc,11/06/2020,GB0009346486,934648,175.4
T. Bailey Growth A Acc,12/06/2020,GB0009346486,934648,173.43
T. Bailey Growth A Acc,15/06/2020,GB0009346486,934648,171.79
T. Bailey Growth A Acc,16/06/2020,GB0009346486,934648,171.48
T. Bailey Growth A Acc,17/06/2020,GB0009346486,934648,174.7
T. Bailey Growth A Acc,18/06/2020,GB0009346486,934648,176.03
T. Bailey Growth A Acc,19/06/2020,GB0009346486,934648,177.36
T. Bailey Growth A Acc,22/06/2020,GB0009346486,934648,178.55
