Fund Name,Correct At     (Date - dd/mm/yyyy ),ISIN Code,Fund Sedol,Current Price
T. Bailey Growth A Acc,12/02/2020,GB0009346486,934648,180.91
T. Bailey Growth A Acc,13/02/2020,GB0009346486,934648,181.26
T. Bailey Growth A Acc,14/02/2020,GB0009346486,934648,181.16
T. Bailey Growth A Acc,17/02/2020,GB0009346486,934648,180.92
T. Bailey Growth A Acc,18/02/2020,GB0009346486,934648,180.84
T. Bailey Growth A Acc,19/02/2020,GB0009346486,934648,179.83
T. Bailey Growth A Acc,20/02/2020,GB0009346486,934648,180.92
T. Bailey Growth A Acc,21/02/2020,GB0009346486,934648,181.82
T. Bailey Growth A Acc,24/02/2020,GB0009346486,934648,181.04
T. Bailey Growth A Acc,25/02/2020,GB0009346486,934648,177.16
T. Bailey Growth A Acc,26/02/2020,GB0009346486,934648,174.95
T. Bailey Growth A Acc,27/02/2020,GB0009346486,934648,171.81
T. Bailey Growth A Acc,28/02/2020,GB0009346486,934648,170.19
T. Bailey Growth A Acc,02/03/2020,GB0009346486,934648,165.35
T. Bailey Growth A Acc,03/03/2020,GB0009346486,934648,166.07
T. Bailey Growth A Acc,04/03/2020,GB0009346486,934648,168.84
T. Bailey Growth A Acc,05/03/2020,GB0009346486,934648,169.07
T. Bailey Growth A Acc,06/03/2020,GB0009346486,934648,168.35
T. Bailey Growth A Acc,09/03/2020,GB0009346486,934648,164.41
T. Bailey Growth A Acc,10/03/2020,GB0009346486,934648,157.66
T. Bailey Growth A Acc,11/03/2020,GB0009346486,934648,157.27
T. Bailey Growth A Acc,12/03/2020,GB0009346486,934648,155.3
T. Bailey Growth A Acc,13/03/2020,GB0009346486,934648,148.55
T. Bailey Growth A Acc,16/03/2020,GB0009346486,934648,145.99
T. Bailey Growth A Acc,17/03/2020,GB0009346486,934648,139.98
T. Bailey Growth A Acc,18/03/2020,GB0009346486,934648,140.05
T. Bailey Growth A Acc,19/03/2020,GB0009346486,934648,137.42
T. Bailey Growth A Acc,23/03/2020,GB0009346486,934648,141.14
T. Bailey Growth A Acc,24/03/2020,GB0009346486,934648,137.31
T. Bailey Growth A Acc,25/03/2020,GB0009346486,934648,140.64
T. Bailey Growth A Acc,26/03/2020,GB0009346486,934648,144.29
T. Bailey Growth A Acc,27/03/2020,GB0009346486,934648,145.72
T. Bailey Growth A Acc,30/03/2020,GB0009346486,934648,145.88
T. Bailey Growth A Acc,31/03/2020,GB0009346486,934648,143.71
T. Bailey Growth A Acc,01/04/2020,GB0009346486,934648,145.46
T. Bailey Growth A Acc,02/04/2020,GB0009346486,934648,142.66
T. Bailey Growth A Acc,03/04/2020,GB0009346486,934648,141.5
T. Bailey Growth A Acc,06/04/2020,GB0009346486,934648,141.64
T. Bailey Growth A Acc,07/04/2020,GB0009346486,934648,144.19
T. Bailey Growth A Acc,08/04/2020,GB0009346486,934648,149.22
T. Bailey Growth A Acc,09/04/2020,GB0009346486,934648,149.09
T. Bailey Growth A Acc,14/04/2020,GB0009346486,934648,151.4
T. Bailey Growth A Acc,15/04/2020,GB0009346486,934648,152.95
T. Bailey Growth A Acc,16/04/2020,GB0009346486,934648,152.87
T. Bailey Growth A Acc,17/04/2020,GB0009346486,934648,153.06
T. Bailey Growth A Acc,20/04/2020,GB0009346486,934648,155.23
T. Bailey Growth A Acc,21/04/2020,GB0009346486,934648,155.78
T. Bailey Growth A Acc,22/04/2020,GB0009346486,934648,155.47
T. Bailey Growth A Acc,23/04/2020,GB0009346486,934648,155.07
T. Bailey Growth A Acc,24/04/2020,GB0009346486,934648,156.32
T. Bailey Growth A Acc,27/04/2020,GB0009346486,934648,156.69
T. Bailey Growth A Acc,28/04/2020,GB0009346486,934648,158.23
T. Bailey Growth A Acc,29/04/2020,GB0009346486,934648,159.73
T. Bailey Growth A Acc,30/04/2020,GB0009346486,934648,160.63
T. Bailey Growth A Acc,01/05/2020,GB0009346486,934648,161.04
T. Bailey Growth A Acc,04/05/2020,GB0009346486,934648,158.42
T. Bailey Growth A Acc,05/05/2020,GB0009346486,934648,157.74
T. Bailey Growth A Acc,06/05/2020,GB0009346486,934648,158.6
T. Bailey Growth A Acc,07/05/2020,GB0009346486,934648,160.45
T. Bailey Growth A Acc,11/05/2020,GB0009346486,934648,162.68
T. Bailey Growth A Acc,12/05/2020,GB0009346486,934648,164.93
T. Bailey Growth A Acc,13/05/2020,GB0009346486,934648,165.17
T. Bailey Growth A Acc,14/05/2020,GB0009346486,934648,164.38
T. Bailey Growth A Acc,15/05/2020,GB0009346486,934648,162.83
T. Bailey Growth A Acc,18/05/2020,GB0009346486,934648,164.09
T. Bailey Growth A Acc,19/05/2020,GB0009346486,934648,166.94
T. Bailey Growth A Acc,20/05/2020,GB0009346486,934648,168.26
T. Bailey Growth A Acc,21/05/2020,GB0009346486,934648,169.07
T. Bailey Growth A Acc,22/05/2020,GB0009346486,934648,170.27
T. Bailey Growth A Acc,26/05/2020,GB0009346486,934648,170.36
